Sr.No.,Accord Code,Company Name,CD_BSE Code,CD_NSE Symbol,CD_Bloomberg Code,CD_Reuters Code,CD_Listing Status,CD_ISIN No,CD_CIN Number,CD_Industry
201,236084,Ahmedabad Kaiser-I-Hind Mills Company Ltd.,,,,,Listed,,L99999GJ1914PLC000042,Textile 
202,122273,Ahmedabad Steelcraft Ltd.,522273,,AMST IN,AHMS.BO,Listed,INE868C01018,L27109GJ1972PLC011500,Steel & Iron Products
203,130749,Ahura Welding Electrode Mfrs. Ltd.,530749,,AWEM IN,,Listed,,U31401TZ1963PLC000514,Electrodes & Welding Equipment
204,132806,AI Champdany Industries Ltd.,532806,AICHAMP,AICH IN,AICI.BO,Listed,INE768E01024,L51909WB1917PLC002767,Textile - Weaving
205,132683,AIA Engineering Ltd.,532683,AIAENG,AIAE IN,AIAE.BO,Listed,INE212H01026,L29259GJ1991PLC015182,Engineering - Industrial Equipments
206,106822,Aikyam Intellectual Property Consultancy Ltd.,506822,,AIPC IN,AIKY.BO,Listed,INE739N01026,L74110MP1978PLC001447,Plastic Products
207,124288,Aimco Pesticides Ltd.,524288,AIMCOPEST,AIM IN,AMCP.BO,Listed,INE008B01013,L24210MH1987PLC044362,Pesticides & Agrochemicals
208,284972,Airan Ltd.,,AIRAN,AIRAN IN,AIRA.BO,Listed,INE645W01026,U74140GJ1995PLC025519,IT - Software 
209,287340,Airo Lam Ltd.,,AIROLAM,AIROLAM IN,AIRO.BO,Listed,INE801L01010,U20211GJ2007PLC052019,Laminates/Decoratives
210,200058,Aishwarya Technologies and Telecom Ltd.,532975,,ATEL IN,AISH.BO,Listed,INE778I01024,L72200TG1995PLC020569,Telecommunication - Equipment
211,111662,AJ Brothers Ltd.,511662,,AJB IN,AJB.BO,Listed,INE939C01017,L60300MH1980PLC107927,Metal - Non Ferrous 
212,242919,AJ Enterprises Ltd.,,,,,Listed,,U01132WB1984PLC037219,Paper & Paper Products
213,242914,Ajanta Commerce Ltd.,,,,,Listed,,L65999WB1974PLC029734,Finance - Investment
214,242915,Ajanta Mercantile Ltd.,,,,,Listed,,L52110DL1985PLC020650,Finance - Investment
215,207696,Ajanta Offset & Packagings Ltd.,,,,,Listed,,L74950DL1969PLC005126,Paper & Paper Products
216,132331,Ajanta Pharma Ltd.,532331,AJANTPHARM,AJP IN,AJPH.BO,Listed,INE031B01049,L24230MH1979PLC022059,Pharmaceuticals & Drugs
217,119216,Ajanta Soya Ltd.,519216,,ATSL IN,AJAS.BO,Listed,INE601B01015,L15494RJ1992PLC016617,Consumer Food
218,242917,Ajay Investment Enterprise Ltd.,,,,,Listed,,L55101WB1971PLC028155,Finance - Investment
219,245843,Ajay Multi Projects Ltd.,,,,,Listed,,L45201MH1982PLC100777,Finance - Stock Broking
220,111692,Ajcon Global Services Ltd.,511692,,AJGS IN,AJCM.BO,Listed,INE759C01019,L74140MH1986PLC041941,Finance - Investment
221,130713,Ajel Ltd.,530713,,AJEL IN,AJEL.BO,Listed,INE229B01015,L67120MH1994PLC076637,IT - Software 
222,113349,Ajmera Realty & Infra India Ltd.,513349,AJMERA,AREAL IN,AJME.BO,Listed,INE298G01027,L27104MH1985PLC035659,Construction - Real Estate
223,287916,Ajooni Biotech Ltd.,,AJOONI,"AJOONI IN	",AJOO.BO,Listed,INE820Y01013,U85190PB2010PLC040162,Miscellaneous
224,126628,Ajwa Fun World & Resort Ltd.,526628,,AFWR IN,AFWR.BO,Listed,INE863E01015,L45201GJ1992PLC018294,"Hotel, Resort & Restaurants"
225,130499,AK Capital Services Ltd.,530499,,AKCPS IN,AKCL.BO,Listed,INE701G01012,L74899DL1993PLC055524,Finance - Investment
226,224764,AK Spintex Ltd.,539300,,AKSL IN,AKSP.BO,Listed,INE671K01019,L17117RJ1994PLC008916,Textile - Manmade  Fibres
227,242920,Akanksha Viniyog Ltd.,,,,,Listed,,U67120WB1982PLC034852,Finance - Investment
228,130621,Akar Auto Industries Ltd.,530621,,AAIL IN,AKAT.BO,Listed,INE864E01021,L29220MH1989PLC052305,Engineering - Industrial Equipments
229,100005,Akar Laminators Ltd.,500005,AKARLAMIN,AKAR IN,,Listed,INE984C01013,L20211GJ1989PLC012415,Packaging 
230,101413,Akash Agencies Ltd.,501413,,AKA IN,,Listed,,U99999MH1980PLC022534,Trading
231,284807,Akash Infra-Projects Ltd.,,AKASH,AKASHI IN,AKAS.BO,Listed,INE737W01013,U45209GJ1999PLC036003,Engineering - Construction
232,271745,Akashdeep Metal Industries Ltd.,538778,,AKAS IN,AMIL.BO,Listed,INE149Q01013,L28998DL1983PLC017150,Steel & Iron Products
233,236098,Akashna Global Steel Ltd.,,,,,Listed,,L65910DL1985PLC019976,Steel & Iron Products
234,212240,AKC Steel Industries Ltd.,,,,,Listed,INE169D01019,L27109WB1957PLC023360,Steel & Iron Products
235,289778,AKG Exim Ltd.,,AKG,AKGE IN,AKGE.BO,Listed,INE00Y801016,U00063DL2005PLC139045,Trading
236,242923,Akhivi Tea Plantations & Agro Industries Ltd.,,,,,Listed,,L01132WB1986PLC067974,Finance - Investment
237,288432,AKI India Ltd.,542020,,AKII IN,AKII.BO,Listed,INE642Z01018,U19201UP1994PLC016467,Leather
238,286967,AKM Lace And Embrotex Ltd.,540718,,AKM IN,AKML.BO,Listed,INE777X01017,U17291DL2009PLC196375,Trading
239,273163,Akme Star Housing Finance Ltd.,539017,,ASHF IN,AKME.BO,Listed,INE526R01010,L45201RJ2005PLC020463,Finance - Housing
240,226050,AKS Bearings Ltd.,,,,,Listed,,L29130RJ1990PLC005370,Bearings
241,242925,AKS Credits Ltd.,,,,,Listed,,L65921DL1991PLC043544,Finance - Investment
242,132351,Aksh Optifibre Ltd.,532351,AKSHOPTFBR,AKOP IN,AKSO.BO,Listed,INE523B01011,L24305RJ1986PLC016132,Cable
243,242926,Akshar Finance Ltd.,,,,,Listed,,L65910GJ1995PLC025057,Finance - Investment
244,289097,Akshar Spintex Ltd.,541303,,AKSHAR IN,,Listed,INE256Z01017,U17291GJ2013PTC075677,Textile 
245,124598,Aksharchem (India) Ltd.,524598,AKSHARCHEM,ADCH IN,AKSH.BO,Listed,INE542B01011,L24110GJ1989PLC012441,Dyes & Pigments
246,267757,Akshat Gases Ltd.,,,,,Listed,,L51909WB1986PLC040379,Industrial  Gases & Fuels
247,267759,Akshay Fiscal Services Ltd.,,,,,Listed,,L67120WB1990PLC048642,Finance - Investment
248,100710,Akzo Nobel India Ltd.,500710,AKZOINDIA,AKZO IN,AKZO.BO,Listed,INE133A01011,L24292WB1954PLC021516,Paints
249,117362,Alacrity Electronics Ltd.,517362,,ALE IN,,Listed,INE023C01010,L30007TN1992PLC023620,Electronics - Components
250,123738,Alacrity Housing Ltd.,523738,,ALAC IN,,Listed,INE781D01011,L45201TN1992PLC022693,Construction - Real Estate
251,246306,Alacrity Securities Ltd.,535916,,ALSE IN,ALCR.BO,Listed,INE030P01017,L99999MH1994PLC083912,Finance - Stock Broking
252,245845,Alan Scott Industriess Ltd.,539115,,ALSI IN,ALNS.BO,Listed,INE273F01022,L99999MH1994PLC076732,Textile 
253,131517,Alang Industrial Gases Ltd.,531517,,ALIG IN,ALAN.BO,Listed,INE848C01010,L24111GJ1995PLC025266,Industrial  Gases & Fuels
254,120133,Alang Marine Ltd.,520133,,ALM IN,,Listed,,L35110GJ1987PLC009840,Shipping
255,131082,Alankit Ltd.,531082,ALANKIT,ALAN IN,EURF.BO,Listed,INE914E01040,L67190DL1989PLC036860,Finance - Stock Broking
256,124075,Albert David Ltd.,524075,ALBERTDAVD,ALBRT IN,ALBD.BO,Listed,INE155C01010,L51109WB1938PLC009490,Pharmaceuticals & Drugs
257,131409,Alchemist Corporation Ltd.,531409,,ALCL IN,ALCH.BO,Listed,INE057D01016,L74899DL1993PLC055768,Trading
258,126707,Alchemist Ltd.,526707,ALCHEM,ACH IN,ALCL.BO,Listed,INE964B01033,L72200DL1988PLC192643,Pharmaceuticals & Drugs
259,132114,Alchemist Realty Ltd.,532114,,ALRL IN,ALRE.BO,Listed,INE646D01024,L21100MH1983PLC029471,Construction - Real Estate
260,113412,Alcobex Metals Ltd.,513412,,,ALCM.BO,Listed,,L74899DL1970PLC005354,Metal - Non Ferrous 
261,106235,Alembic Ltd.,506235,ALEMBICLTD,ALBC IN,ALMC.BO,Listed,INE426A01027,L26100GJ1907PLC000033,Pharmaceuticals & Drugs
262,224849,Alembic Pharmaceuticals Ltd.,533573,APLLTD,ALPM IN,ALEM.BO,Listed,INE901L01018,L24230GJ2010PLC061123,Pharmaceuticals & Drugs
263,101415,Alert Petrogas Ltd.,501415,,ATC IN,,Listed,,U99999MH1980PLC022533,Miscellaneous
264,111463,Alexander Stamps And Coin Ltd.,511463,,ALEXSC IN,RCTL.BO,Listed,INE191N01012,L65910GJ1992PLC093816,Finance - Investment
265,107933,Alexcon Foamcast Ltd.,507933,,ALXF IN,,Listed,INE225A01015,U99999MH1985PLC038438,Castings/Forgings
266,235675,Alexi Financials Ltd.,,,,,Listed,,L67120PB1995PLC016127,Finance - NBFC
267,130973,Alfa Ica (India) Ltd.,530973,,AFIC IN,ALIC.BO,Listed,INE042C01010,L20100GJ1991PLC016763,Laminates/Decoratives
268,224762,Alfa Mercantile Ltd.,,,,,Listed,,L51909DL1985PLC020474,Finance - Investment
269,117546,Alfa Transformers Ltd.,517546,,ALTF IN,ALFT.BO,Listed,INE209C01015,L31102OR1982PLC001151,Electric Equipment
270,131156,Alfavision Overseas (India) Ltd.,531156,,AFV IN,ASFL.BO,Listed,INE883B01019,L67120MP1994PLC008375,Trading
271,105216,Alfred Herbert (India) Ltd.,505216,ALFREDHERB,ALFRD IN,ALFR.BO,Listed,INE782D01027,L74999WB1919PLC003516,Engineering - Industrial Equipments
272,131147,Alicon Castalloy Ltd.,531147,ALICON,ALIC IN,ALIO.BO,Listed,INE062D01024,L99999PN1990PLC059487,Castings/Forgings
273,224761,Alirox Abrasives Ltd.,,,,,Listed,INE143F01019,L74899DL1944PLC000759,Abrasives
274,131581,Alka Diamond Industries  Ltd.,531581,,ALKDI IN,ALKD.BO,Listed,INE963D01015,L36911MH1989PLC053685,Trading
275,130889,Alka India Ltd.,530889,,AKI IN,ALKI.BO,Listed,INE061B01020,L99999MH1993PLC168521,Trading
276,132166,Alka Securities Ltd.,532166,,ALKS IN,ALKA.BO,Listed,INE921C01031,L65910MH1994PLC165204,Finance - Stock Broking
277,200059,Alkali Metals Ltd.,533029,ALKALI,ALKL IN,ALML.BO,Listed,INE773I01017,L27109TG1968PLC001196,Chemicals 
278,212427,Alkem Laboratories Ltd.,539523,ALKEM,ALKEM IN,ALKE.BO,Listed,INE540L01014,U00305MH1973PLC174201,Pharmaceuticals & Drugs
279,106767,Alkyl Amines Chemicals Ltd.,506767,ALKYLAMINE,AACL IN,ALKY.BO,Listed,INE150B01021,L99999MH1979PLC021796,Chemicals 
280,111088,All Metal Process Industries  Ltd.,511088,,AMPI IN,,Listed,,U99999MH1989PTC051219,Metal - Ferrous 
281,132480,Allahabad Bank,532480,ALBK,ALBK IN,ALBK.BO,Listed,INE428A01015,,Bank - Public
282,132749,Allcargo Logistics Ltd.,532749,ALLCARGO,AGLL IN,ACLL.BO,Listed,INE418H01029,L63010MH2004PLC073508,Logistics
283,233920,Alliance Integrated Metaliks Ltd.,534064,,AIML IN,ALLI.BO,Listed,INE123D01016,L65993DL1989PLC035409,Engineering - Industrial Equipments
284,254284,Alliance Management & Fiscal Services Ltd.,,,,,Listed,,U52190WB1990PLC050345,Finance - Investment
285,132919,Allied Computers International (Asia) Ltd.,532919,,ACIA IN,ALID.BO,Listed,INE335I01056,L72900MH2002PLC135829,Trading
286,132875,Allied Digital Services Ltd.,532875,ADSL,ALDS IN,ADIS.BO,Listed,INE102I01027,L72200MH1995PLC085488,IT - Software 
287,123030,Allied Herbals Ltd.,523030,,RLI IN,RAJL.BO,Listed,INE608D01016,L65921DL1985PLC022476,Finance - NBFC
288,207709,Allied Photographics India Ltd.,,,,,Listed,,U99999MH1946PLC005277,Trading
289,242941,Allied Stock Investors Ltd.,,,,,Listed,,L67120WB1992PLC055982,Finance - Investment
290,132633,Allsec Technologies Ltd.,532633,ALLSEC,ALLT IN,ALLS.BO,Listed,INE835G01018,L72300TN1998PLC041033,BPO/ITeS
291,132327,Allsoft Corporation Ltd.,532327,,ALSC IN,,Listed,INE347B01015,L99999TG1991PLC013252,IT - Software 
292,131400,Almondz Global Securities Ltd.,531400,ALMONDZ,AGSL IN,ALSL.BO,Listed,INE326B01027,L74899DL1994PLC059839,Finance - Stock Broking
293,106120,Alna Trading and Exports Ltd.,506120,,ALTE IN,ALNA.BO,Listed,INE07I701011,L51900MH1981PLC025145,Tea/Coffee
294,121070,Alok Industries Ltd.,521070,ALOKTEXT,ALOK IN,ALOK.BO,Listed,INE270A01011,L17110DN1986PLC000334,Textile 
295,212444,Alom Extrusions Ltd.,,,,,Listed,INE094D01019,L70200WB1980PLC032662,Aluminium & Aluminium Products
296,280093,Alora Trading Company Ltd.,539693,,ALOTR IN,ALOR.BO,Listed,INE527R01018,L70100WB1982PLC035136,Finance - Investment
297,132878,Alpa Laboratories Ltd.,532878,ALPA,ALPA IN,ALPA.BO,Listed,INE385I01010,L85195MP1988PLC004446,Pharmaceuticals & Drugs
298,236146,Alpha Commercial Enterprises Ltd.,,,,,Listed,,L51909DL1983PLC015099,Aquaculture
299,205429,Alpha Drug India Ltd. (Amalgamated),500006,,,,Delisted,INE256B01026,U24232PB1987PLC007304,Pharmaceuticals & Drugs
300,131720,Alpha Graphic India Ltd.,531720,,ALPG IN,ALPG.BO,Listed,INE952B01020,L29294GJ1993PLC019278,Finance - Stock Broking
301,131247,Alpha Hi-Tech Fuel Ltd.,531247,,AHTF IN,ALHT.BO,Listed,INE506B01016,L23201GJ1993PLC018889,Mining & Minerals
302,126397,Alphageo (India) Ltd.,526397,ALPHAGEO,APH IN,ALPI.BO,Listed,INE137C01018,L74210TG1987PLC007580,Engineering
303,111325,Alpic Finance Ltd.,511325,ALPICFIN,ALPIC IN,,Listed,INE429A01013,U99999MH1985PTC036364,Finance - NBFC
304,111694,Alpine Capital Services Ltd.,511694,,ALCS IN,ALCS.BO,Listed,INE118F01011,L74899DL1993PLC051901,Finance - NBFC
305,126519,Alpine Housing Development Corporation Ltd.,526519,ALPINEHOU,AHDC IN,AHDC.BO,Listed,INE840D01015,L85110KA1992PLC013174,Construction - Real Estate
306,119012,Alpine Industries Ltd.,519012,ALPINEIND,ALP IN,,Listed,INE430A01011,L15520MP1974PLC001309,Solvent  Extraction
307,131924,Alps BPO Services Ltd.,531924,,ABPO IN,,Listed,INE098B01014,L74140GJ1995PLC025261,BPO/ITeS
308,130715,Alps Industries Ltd.,530715,ALPSINDUS,ALPI IN,ALPS.BO,Listed,INE093B01015,L51109UP1972PLC003544,Textile 
309,256782,Alps Motor Finance  Ltd.,538423,,AMFL IN,ALPM.BO,Listed,INE729P01022,L65923DL1987PLC027305,Finance - NBFC
310,123447,Alsa Marine & Harvests Ltd.,523447,ALSAMARINE,AMHL IN,,Listed,,L29129TN1989PLC018112,Consumer Food
311,245093,Alstone Textiles (India) Ltd.,539277,,ALSTI IN,,Listed,INE184S01016,L65929DL1985PLC021037,Trading
312,124634,Alufluoride Ltd.,524634,,ALFD IN,ALUF.BO,Listed,INE058F01019,L24110AP1984PLC005096,Chemicals 
313,289551,Alumilite Architecturals Ltd.,,,,,Listed,,U28910MH1982PLC028034,Engineering
314,106597,Amal Ltd.,506597,,AMAL IN,AMAL.BO,Listed,INE841D01013,L24100MH1974PLC017594,Chemicals 
315,242946,Amalgamated Development Ltd.,,,,,Listed,,L70109WB1948PLC016546,Construction - Real Estate
316,101622,Amalgamated Electricity Company Ltd.,501622,,AME IN,AMLG.BO,Listed,INE492N01014,L31100MH1936PLC002497,Power Generation/Distribution
317,112008,Amani Trading and Exports Ltd.,512008,,AMT IN,AMTR.BO,Listed,INE886D01018,L51100GJ1984PLC020026,Trading
318,242948,Amar Jyotiudyog Ltd.,,,,,Listed,,L15142WB1983PLC035708,Finance - NBFC
319,132664,Amar Remedies Ltd.,532664,AMAR,AMAR IN,AREM.BO,Listed,INE787G01011,L99999MH1984PLC032687,Household & Personal Products
320,242949,Amar Traders & Finance Co Ltd.,,,,,Listed,,L65993WB1983PLC036535,Miscellaneous
321,100008,Amara Raja Batteries Ltd.,500008,AMARAJABAT,AMRJ IN,AMAR.BO,Listed,INE885A01032,L31402AP1985PLC005305,Batteries
322,254285,Amaravati Agro Ltd.,,,,,Listed,,U24299PY1985PLC000310,Trading
323,121097,Amarjothi Spinning Mills Ltd.,521097,AMARJOTHI,AJS IN,AMSM.BO,Listed,INE484D01012,L17111TZ1987PLC002090,Textile - Spinning
324,266458,Amarnath Securities Ltd.,538465,,AMNS IN,AMNT.BO,Listed,INE745P01010,L67120GJ1994PLC023254,Finance - Investment
325,131112,Amaze Entertech Ltd.,531112,,BLAM IN,AMAZ.BO,Listed,INE011E01029,L85110MH1989PLC255933,Engineering - Industrial Equipments
326,236159,Amba Enterprises Ltd.,539196,,AMEL IN,AMBA.BO,Listed,INE829P01020,L99999MH1992PLC067004,Engineering - Industrial Equipments
327,100009,Ambalal Sarabhai Enterprises Ltd.,500009,AMBASARABH,SARA IN,AMBL.BO,Listed,INE432A01017,L52100GJ1978PLC003159,Pharmaceuticals & Drugs
328,289613,Ambani Organics Ltd.,,AMBANIORG,AMBORG IN,,Listed,INE00C501018,U24220MH1985PLC036774,Chemicals 
329,119471,Ambar Protein Industries Ltd.,519471,,APIN IN,,Listed,INE072V01017,L15400GJ1992PLC018758,Solvent  Extraction
330,294759,Ambassador Intra Holdings Ltd.,542524,,,,Listed,INE342U01016,L17119GJ1982PLC009258,Trading
331,240897,Ambattur Enterprises Ltd.,,,,,Listed,,U65991TN1964PLC005259,Electrodes & Welding Equipment
332,225154,Amber Enterprises India Ltd.,540902,AMBER,AMBER IN,AMBE.BO,Listed,INE371P01015,L28910PB1990PLC010265,Air Conditioners
333,250008,Amber Fabrics Ltd.,536820,,BTIL IN,,Listed,INE777E01017,L65993TG1978PLC002366,IT - Software 
334,132335,Ambica Agarbathies & Aroma Industries  Ltd.,532335,AMBICAAGAR,AMBA IN,AAAI.BO,Listed,INE792B01012,L24248AP1995PLC020077,Household & Personal Products
335,242950,Ambica Shipping & Industries Ltd.,,,,,Listed,,L67120WB1973PLC028772,Finance - Investment
336,131978,Ambika Cotton Mills Ltd.,531978,AMBIKCO,ACML IN,AMBK.BO,Listed,INE540G01014,L17115TZ1988PLC002269,Textile - Spinning
337,103723,Ambika Silk Mills Company Ltd.,503723,,ASMC IN,,Listed,,U17100MH1939PLC002887,Textile 
338,276806,Ambition Mica Ltd.,539223,,AMBM IN,AMBT.BO,Listed,INE563S01011,U25202GJ2010PLC059931,Laminates/Decoratives
339,126439,Ambitious Plastomac Company Ltd.,526439,,APC IN,AMPC.BO,Listed,INE267C01013,L25200MH1992PLC068544,Trading
340,100425,Ambuja Cements Ltd.,500425,AMBUJACEM,ACEM IN,ABUJ.BO,Listed,INE079A01024,L26942GJ1981PLC004717,Cement & Construction Materials
341,113317,Ambuja Electrocastings Ltd.,513317,AMBUJELCST,ABJE IN,,Listed,,L27106BR1989PLC003364,Castings/Forgings
342,113357,Ambuja Zinc Ltd.,513357,,ABJZ IN,,Listed,,L15310BR1987PLC002657,Metal - Non Ferrous 
343,130133,Amco India Ltd.,530133,,AMCO IN,AMCO.BO,Listed,INE924B01011,L74899DL1987PLC029035,Plastic Products
344,132828,AMD Industries Ltd.,532828,AMDIND,AMDM IN,AMDM.BO,Listed,INE005I01014,L28122DL1983PLC017141,Plastic Products
345,200098,Ameya Laboratories Ltd.,532981,,ANU IN,ANUL.BO,Listed,INE450H01022,L24230TG1996PLC023283,Pharmaceuticals & Drugs
346,113117,Amforge Industries Ltd.,513117,AMFORGEIND,AMFG IN,AMFR.BO,Listed,INE991A01020,L28910MH1971PLC015119,Trading
347,126805,AMI Computers (I) Ltd.,526805,,AMIC IN,,Listed,INE079B01014,L72900WB1990PLC049571,IT - Software 
348,232793,AMI Organics Ltd.,,,,,Listed,,U24100GJ2007PTC051093,Pharmaceuticals & Drugs
349,291779,Amin Tannery Ltd.,541771,,AMINTA IN,,Listed,INE572Z01017,U19115UP2013PLC055834,Leather
350,106248,Amines & Plasticizers Ltd.,506248,,ANPL IN,AMNP.BO,Listed,INE275D01022,L24229AS1973PLC001446,Chemicals 
351,119275,Amison Foods Ltd.,519275,,AMFD IN,,Listed,,L51909KL1987PLC004781,Consumer Food
352,267783,Amit Commercial Co Ltd.,,,,,Listed,,U51909WB1980PLC033050,Steel & Iron Products
353,131300,Amit International Ltd.,531300,,AMINT IN,AMIN.BO,Listed,INE053D01015,L17110MH1994PLC076660,Trading
354,131557,Amit Securities Ltd.,531557,,AMITS IN,AMSE.BO,Listed,INE137E01014,L65990MH1992PLC067266,Finance - NBFC
355,121076,Amit Spinning Industries  Ltd.,521076,ASIL,AMSP IN,AMSP.BO,Listed,INE988A01026,L17100DL1991PLC171468,Textile - Spinning
356,100343,AMJ Land Holdings Ltd.,500343,AMJLAND,AMJLAND IN,PUDM.BO,Listed,INE606A01024,L21012MH1964PLC013058,Paper & Paper Products
357,219976,AML Steels Ltd.,,AMLSTEEL,AMLS IN,,Listed,INE577F01018,L30007TN1993PLC024842,Steel & Iron Products
358,226856,Amol Dicalite Ltd.,,,,,Listed,INE404C01012,L14100GJ1979PLC003439,Chemicals 
359,131681,Amradeep Industries Ltd.,531681,,AMSL IN,AMID.BO,Listed,INE673C01020,L29199GJ1984PLC007195,Finance - Investment
360,229933,Amrapali Capital & Finance Services Ltd.,536737,,ACFS IN,AMRA.BO,Listed,INE218P01018,L65910DN1994PLC000362,Finance - Stock Broking
361,277195,Amrapali Fincap Ltd.,539265,,AMRF IN,AMRF.BO,Listed,INE990S01016,L74999GJ2004PLC044988,Finance - NBFC
362,126241,Amrapali Industries Ltd.,526241,,API IN,AMRP.BO,Listed,INE762C01021,L91110GJ1988PLC010674,Trading
363,242958,Amravati Eximp Ltd.,,,,,Listed,,L51109WB1984PLC047948,Finance - NBFC
364,131991,Amraworld Agrico Ltd.,531991,,GNS IN,AMAG.BO,Listed,INE735C01027,L01110GJ1991PLC015846,Trading
365,222493,Amrit Agro Industries Ltd.,,,,,Listed,,L01111UP1985PLC010776,Trading
366,131728,Amrit Banaspati Company Ltd.,531728,,AMRB IN,AMRE.BO,Listed,INE221G01029,U51909UP1985PLC056366,Trading
367,107525,Amrit Corp. Ltd.,507525,,AMCN IN,AMRB.BO,Listed,INE866E01026,L15141UP1940PLC000946,Consumer Food
368,243205,Amrit Villa Investments Ltd.,,,,,Listed,,U67120WB1975PLC029800,Finance - Investment
369,190006,Amrutanjan Health Care Ltd.,590006,AMRUTANJAN,ARJN IN,AJAN.BO,Listed,INE098F01031,L24231TN1936PLC000017,Pharmaceuticals & Drugs
370,272249,Amsons Apparels Ltd.,538861,,AMSA IN,AMSO.BO,Listed,INE812P01018,U74899DL2003PLC122266,Trading
371,120077,Amtek Auto Ltd.,520077,AMTEKAUTO,AMTK IN,AMTK.BO,Listed,INE130C01021,L27230HR1988PLC030333,Castings/Forgings
372,243206,Amulyanidhi (India) Ltd.,,,,,Listed,,L36911WB1981PLC033882,Finance - Investment
373,131678,Anand Credit Ltd.,531678,,ANCR IN,ANAN.BO,Listed,INE703J01012,L65923GJ1993PLC020660,Finance - NBFC
374,212484,Anand Duplex Limited,,,,,Listed,,L21015UP1989PLC011200,Paper & Paper Products
375,101630,Anand Projects Ltd.,501630,,ANE IN,ANPS.BO,Listed,INE134R01013,L40109UP1936PLC048200,Engineering - Construction
376,226156,Anand Rathi Wealth Services Ltd.,,,,,Listed,,U67120MH1995PLC086696,Miscellaneous
377,294518,Anand Rayons Ltd.,,,,,Listed,,U15909GJ2018PLC104200,Trading
378,219391,Ananda-Bag Tea Co Ltd.,,,,,Listed,,L15492WB1920PLC005244,Tea/Coffee
379,115055,Anant Raj Ltd.,515055,ANANTRAJ,ARCP IN,ANRA.BO,Listed,INE242C01024,L45400HR1985PLC021622,Construction - Real Estate
380,121012,Anant Rotospin Ltd.,521012,,AROT IN,,Listed,,U17119MH1984PLC032289,Textile - Spinning
381,132418,Andhra Bank,532418,ANDHRABANK,ANDB IN,ADBK.BO,Listed,INE434A01013,,Bank - Public
382,132141,Andhra Cements Ltd.,532141,ANDHRACEMT,ANDC IN,ANDC.BO,Listed,INE666E01012,L26942AP1936PLC002379,Cement & Construction Materials
383,100012,Andhra Petrochemicals Ltd.,500012,ANDHRAPET,ANDP IN,ADPE.BO,Listed,INE714B01016,L23209AP1984PLC004635,Chemicals 
384,109367,Andhra Pradesh Tanneries Ltd.,509367,,APT IN,ANDH.BO,Listed,INE628Y01010,L19110AP1974PLC001711,Leather
385,190062,Andhra Sugars Ltd.,590062,ANDHRSUGAR,ASG IN,ANDS.BO,Listed,INE715B01013,L15420AP1947PLC000326,Diversified
386,126173,Andrew Yule & Company Ltd.,526173,ANDREWYULE,ANY IN,ANDY.BO,Listed,INE449C01025,L63090WB1919GOI003229,Diversified
387,131252,Aneri Fincap Ltd.,531252,,FRI IN,FARY.BO,Listed,INE720D01019,L65910PN1990PLC017818,Finance - Investment
388,130721,ANG Industries Ltd.,530721,ANGIND,ANGI IN,ANGI.BO,Listed,INE017D01010,L51909DL1991PLC045084,Auto Ancillary
389,285120,ANG Lifesciences India Ltd.,540694,,ANG IN,AGLI.BO,Listed,INE236W01016,U24230PB2006PLC030341,Pharmaceuticals & Drugs
390,209902,Angel Broking Ltd.,,, ,,Listed,,U67120MH1996PTC101709,Finance - Stock Broking
391,288218,Angel Fibers Ltd.,541006,,ANGEL IN,AGEL.BO,Listed,INE339Z01011,U17200GJ2014PLC078738,Textile 
392,287644,ANI Integrated Services Ltd.,,AISL,AISL IN,ANII.BO,Listed,INE635Y01015,U29268MH2008PLC184326,Engineering
393,119383,Anik Industries Ltd.,519383,ANIKINDS,ANIK IN,ANIK.BO,Listed,INE087B01017,L24118MH1976PLC136836,Consumer Food
